INTRA-SUJETO (k-fold) — Métricas por sujeto (incluye GLOBAL)
Generado: 2025-10-07 02:14:34
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | n_csp | fb_bands
S035 | 0.6667 | 0.6655 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S036 | 0.3824 | 0.3694 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S037 | 0.2824 | 0.2743 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S039 | 0.2993 | 0.2879 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S040 | 0.3581 | 0.3349 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S041 | 0.4993 | 0.4844 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S042 | 0.8684 | 0.8695 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S043 | 0.6919 | 0.6833 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S044 | 0.5390 | 0.5215 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S045 | 0.7235 | 0.7157 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S046 | 0.5889 | 0.5852 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S047 | 0.2743 | 0.2611 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S048 | 0.5478 | 0.5377 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S049 | 0.7265 | 0.7290 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S050 | 0.5699 | 0.5445 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S051 | 0.3333 | 0.3242 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S052 | 0.5353 | 0.5059 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S053 | 0.3809 | 0.3682 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S054 | 0.6676 | 0.6601 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S055 | 0.5581 | 0.5367 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S056 | 0.7500 | 0.7420 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S057 | 0.5000 | 0.4891 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S058 | 0.5956 | 0.5765 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S059 | 0.3103 | 0.2881 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S060 | 0.6779 | 0.6587 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S061 | 0.5111 | 0.5057 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S062 | 0.8199 | 0.8213 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S063 | 0.4176 | 0.4028 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S064 | 0.4033 | 0.3881 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S065 | 0.4444 | 0.4362 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S066 | 0.3556 | 0.3475 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S067 | 0.3096 | 0.2917 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S068 | 0.5949 | 0.5952 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S069 | 0.4662 | 0.4393 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S070 | 0.6287 | 0.6172 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S071 | 0.6556 | 0.6425 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S072 | 0.8235 | 0.8110 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S073 | 0.5838 | 0.5821 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S074 | 0.3765 | 0.3446 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S075 | 0.4618 | 0.4343 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S076 | 0.2743 | 0.2521 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S077 | 0.3588 | 0.3324 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S078 | 0.3574 | 0.3569 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S079 | 0.3222 | 0.2947 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S080 | 0.4882 | 0.4771 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S081 | 0.3103 | 0.3076 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S082 | 0.4397 | 0.4259 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S083 | 0.4889 | 0.4728 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S084 | 0.3463 | 0.3226 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S085 | 0.6912 | 0.6812 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S086 | 0.6333 | 0.6199 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S087 | 0.3926 | 0.3577 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S090 | 0.4279 | 0.4146 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S091 | 0.4993 | 0.4938 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S093 | 0.6919 | 0.6976 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S094 | 0.8110 | 0.8128 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S095 | 0.4889 | 0.4807 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S096 | 0.4111 | 0.3953 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S097 | 0.2493 | 0.2492 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S098 | 0.5368 | 0.5268 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S099 | 0.4529 | 0.4404 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S101 | 0.2333 | 0.2258 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S102 | 0.5882 | 0.5867 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S103 | 0.3889 | 0.3954 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S105 | 0.3228 | 0.3077 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S106 | 0.3444 | 0.3496 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S107 | 0.3111 | 0.3005 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S108 | 0.5000 | 0.4856 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S109 | 0.2037 | 0.1947 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
GLOBAL | 0.5046 | 0.4928 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
