INTRA-SUJETO (k-fold) — Métricas por sujeto (incluye GLOBAL)
Generado: 2025-10-07 03:12:32
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | n_csp | fb_bands
S031 | 0.8706 | 0.8706 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S032 | 0.7974 | 0.7874 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S033 | 0.5735 | 0.5620 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S034 | 0.8353 | 0.8360 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S035 | 0.7556 | 0.7430 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S036 | 0.4051 | 0.4121 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S037 | 0.2941 | 0.2912 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S039 | 0.2853 | 0.2848 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S040 | 0.3794 | 0.3700 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S041 | 0.4987 | 0.4821 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S042 | 0.8684 | 0.8691 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S043 | 0.7507 | 0.7438 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S044 | 0.5286 | 0.5004 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S045 | 0.7331 | 0.7240 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S046 | 0.5667 | 0.5391 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S047 | 0.4522 | 0.4295 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S048 | 0.6308 | 0.6049 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S049 | 0.8684 | 0.8638 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S050 | 0.5963 | 0.5730 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S051 | 0.4000 | 0.3862 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S052 | 0.5817 | 0.5660 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S053 | 0.4934 | 0.4649 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S054 | 0.6458 | 0.6339 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S055 | 0.6051 | 0.5740 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S056 | 0.7699 | 0.7652 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S057 | 0.4000 | 0.3689 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S058 | 0.7272 | 0.7232 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S059 | 0.4529 | 0.4287 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S060 | 0.6842 | 0.6634 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S061 | 0.5595 | 0.5399 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S062 | 0.8324 | 0.8321 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S063 | 0.4125 | 0.3877 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S064 | 0.3908 | 0.3759 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S065 | 0.6556 | 0.6453 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S066 | 0.4889 | 0.4687 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S067 | 0.3331 | 0.3317 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S068 | 0.5500 | 0.5473 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S069 | 0.4868 | 0.4442 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S070 | 0.6529 | 0.6457 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S071 | 0.6889 | 0.6793 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S072 | 0.8118 | 0.8041 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S073 | 0.6794 | 0.6721 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S074 | 0.3412 | 0.3348 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S075 | 0.5317 | 0.5083 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S076 | 0.5007 | 0.4792 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S077 | 0.3926 | 0.3856 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S078 | 0.3088 | 0.3063 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S079 | 0.5132 | 0.4836 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S080 | 0.5735 | 0.5465 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S081 | 0.5360 | 0.5337 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S082 | 0.5110 | 0.4984 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S083 | 0.6242 | 0.6019 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S084 | 0.4794 | 0.4366 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S085 | 0.8103 | 0.8079 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S086 | 0.8778 | 0.8730 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S087 | 0.3897 | 0.3837 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S090 | 0.4640 | 0.4466 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S091 | 0.5191 | 0.5103 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S093 | 0.8346 | 0.8255 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S094 | 0.7485 | 0.7409 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S095 | 0.5346 | 0.5246 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S096 | 0.3941 | 0.3718 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S097 | 0.2493 | 0.2181 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S098 | 0.5706 | 0.5619 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S099 | 0.4308 | 0.4032 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S101 | 0.3667 | 0.3561 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S102 | 0.7412 | 0.7357 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S103 | 0.4373 | 0.4016 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S105 | 0.5118 | 0.4975 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S106 | 0.4556 | 0.4381 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S107 | 0.4778 | 0.4654 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S108 | 0.5757 | 0.5600 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S109 | 0.4071 | 0.3119 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
GLOBAL | 0.5586 | 0.5438 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
