INTRA-SUJETO (k-fold) — Métricas por sujeto (incluye GLOBAL)
Generado: 2025-10-07 00:18:50
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | n_csp | fb_bands
S064 | 0.2980 | 0.2863 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S065 | 0.4667 | 0.4550 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S066 | 0.4556 | 0.4434 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S067 | 0.2868 | 0.2758 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S068 | 0.5721 | 0.5490 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S069 | 0.4051 | 0.3948 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S070 | 0.5125 | 0.5060 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S071 | 0.6000 | 0.5839 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S072 | 0.8118 | 0.7955 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S073 | 0.5000 | 0.4830 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S074 | 0.3529 | 0.3059 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S075 | 0.5235 | 0.5174 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S076 | 0.2838 | 0.2752 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S077 | 0.3926 | 0.3706 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S078 | 0.3691 | 0.3528 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S079 | 0.4000 | 0.3642 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S080 | 0.4779 | 0.4684 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S081 | 0.2868 | 0.2788 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S082 | 0.3904 | 0.3767 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S083 | 0.4444 | 0.4287 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S084 | 0.3956 | 0.3686 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S085 | 0.7154 | 0.7091 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S086 | 0.5889 | 0.5556 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S087 | 0.3324 | 0.3129 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S090 | 0.4037 | 0.3863 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S091 | 0.3816 | 0.3626 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S093 | 0.6301 | 0.6203 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S094 | 0.7485 | 0.7466 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S095 | 0.4667 | 0.4447 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S096 | 0.2667 | 0.2484 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S097 | 0.2390 | 0.2184 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S098 | 0.4066 | 0.3958 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S099 | 0.4029 | 0.3860 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S101 | 0.2667 | 0.2507 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S102 | 0.4235 | 0.3975 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S103 | 0.4000 | 0.3660 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S105 | 0.2868 | 0.2689 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S106 | 0.5000 | 0.4799 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S107 | 0.2667 | 0.2605 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S108 | 0.4779 | 0.4873 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
S109 | 0.2493 | 0.2350 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
GLOBAL | 0.4763 | 0.4629 | 5 | 4 | (0.5, 4.5) | True | False | 4 | 11
