INTRA-SUJETO (k-fold) — Métricas por sujeto (incluye GLOBAL)
Generado: 2025-10-07 21:57:14
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | n_csp | fb_bands
S064 | 0.3444 | 0.3216 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S065 | 0.6889 | 0.6802 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S066 | 0.4889 | 0.4510 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S067 | 0.2868 | 0.2630 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S068 | 0.5493 | 0.5440 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S069 | 0.5007 | 0.4789 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S070 | 0.6551 | 0.6464 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S071 | 0.6444 | 0.6364 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S072 | 0.8471 | 0.8350 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S073 | 0.6441 | 0.6274 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S074 | 0.3647 | 0.3418 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S075 | 0.5471 | 0.5343 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S076 | 0.4750 | 0.4427 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S077 | 0.4522 | 0.4370 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S078 | 0.3581 | 0.3483 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S079 | 0.5569 | 0.5275 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S080 | 0.5125 | 0.4979 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S081 | 0.4647 | 0.4479 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S082 | 0.5596 | 0.5404 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S083 | 0.5667 | 0.5470 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S084 | 0.5037 | 0.4714 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S085 | 0.7985 | 0.7968 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S086 | 0.8778 | 0.8738 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S087 | 0.4162 | 0.3850 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S090 | 0.4287 | 0.4068 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S091 | 0.5721 | 0.5609 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S093 | 0.7507 | 0.7390 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S094 | 0.7757 | 0.7757 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S095 | 0.5556 | 0.5458 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S096 | 0.4216 | 0.4041 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S097 | 0.2728 | 0.2619 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S098 | 0.5250 | 0.5139 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S099 | 0.4647 | 0.4677 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S101 | 0.3556 | 0.3561 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S102 | 0.7059 | 0.7010 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S103 | 0.4333 | 0.4131 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S105 | 0.5125 | 0.5142 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S106 | 0.4444 | 0.4299 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S107 | 0.5111 | 0.4960 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S108 | 0.4640 | 0.4626 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
S109 | 0.4083 | 0.3420 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
GLOBAL | 0.5544 | 0.5410 | 5 | 4 | (0.5, 4.5) | False | False | 4 | 11
