acc_mean,acc_std,f1m_mean,f1m_std,ba_mean,ba_std,acc_tta_mean,acc_tta_std,f1m_tta_mean,f1m_tta_std,ba_tta_mean,ba_tta_std
0.277778,0.070273,0.237146,0.061533,0.287500,0.075416,0.255556,0.044444,0.163699,0.067693,0.270000,0.043732
