subject,acc_mean,f1_macro_mean,k,n_classes,crop,motor_only,zscore_epoch,n_csp,fb_bands
S001,0.6555555555555556,0.6334523809523809,10,4,"(0.5, 4.5)",False,False,4,11
S002,0.6791666666666667,0.6575000000000001,10,4,"(0.5, 4.5)",False,False,4,11
S003,0.5444444444444445,0.4757142857142857,10,4,"(0.5, 4.5)",False,False,4,11
S004,0.6888888888888889,0.65,10,4,"(0.5, 4.5)",False,False,4,11
