subject,acc_mean,f1_macro_mean,k,n_classes,crop,motor_only,zscore_epoch,n_csp,fb_bands
S001,0.5777777777777777,0.559018759018759,5,4,"(1.0, 3.5)",True,False,4,6
S002,0.6073529411764705,0.6143467643467643,5,4,"(1.0, 3.5)",True,False,4,6
S003,0.48888888888888893,0.47928932178932176,5,4,"(1.0, 3.5)",True,False,4,6
S004,0.5345588235294118,0.5378724053724053,5,4,"(1.0, 3.5)",True,False,4,6
S005,0.46397058823529413,0.43303113553113554,5,4,"(1.0, 3.5)",True,False,4,6
S006,0.3345588235294118,0.3031673881673881,5,4,"(1.0, 3.5)",True,False,4,6
S007,0.8111111111111111,0.7997963147963147,5,4,"(1.0, 3.5)",True,False,4,6
S008,0.5382352941176471,0.5269719169719169,5,4,"(1.0, 3.5)",True,False,4,6
S009,0.275,0.2539935064935065,5,4,"(1.0, 3.5)",True,False,4,6
S010,0.7029411764705882,0.7026046176046176,5,4,"(1.0, 3.5)",True,False,4,6
S011,0.35735294117647054,0.34423520923520917,5,4,"(1.0, 3.5)",True,False,4,6
S012,0.5470588235294118,0.5382142857142858,5,4,"(1.0, 3.5)",True,False,4,6
S013,0.4485294117647059,0.4147699522699522,5,4,"(1.0, 3.5)",True,False,4,6
S014,0.3110294117647059,0.30348706848706847,5,4,"(1.0, 3.5)",True,False,4,6
S015,0.5588235294117647,0.5413600288600289,5,4,"(1.0, 3.5)",True,False,4,6
S016,0.2985294117647059,0.28365440115440116,5,4,"(1.0, 3.5)",True,False,4,6
S017,0.32279411764705884,0.33008658008658004,5,4,"(1.0, 3.5)",True,False,4,6
S018,0.44264705882352945,0.4433766233766233,5,4,"(1.0, 3.5)",True,False,4,6
S019,0.4889705882352941,0.48783993783993784,5,4,"(1.0, 3.5)",True,False,4,6
S020,0.4514705882352941,0.44846320346320345,5,4,"(1.0, 3.5)",True,False,4,6
S021,0.5,0.4858330558330559,5,4,"(1.0, 3.5)",True,False,4,6
S022,0.4888888888888888,0.4795670995670996,5,4,"(1.0, 3.5)",True,False,4,6
S023,0.5492647058823529,0.5485786435786435,5,4,"(1.0, 3.5)",True,False,4,6
