mode,acc_val,f1_val,acc_test,f1_test,n_train,n_val,n_test,crop,n_csp,fb_bands,refit_on_trainval_for_test,calibrate_k_per_class
inter_fixedsplit_fbcsp,0.32991953182150696,0.32958049746139484,0.4251112209589718,0.42271042986269514,63,16,24,"(0.5, 4.5)",4,11,False,5
