mode,acc_val,f1_val,acc_test,f1_test,n_train,n_val,n_test,crop,n_csp,fb_bands,refit_on_trainval_for_test,calibrate_k_per_class
inter_fixedsplit_fbcsp,0.3401609363569861,0.34016201145708536,0.40988517224163756,0.40674836263932623,63,16,24,"(0.5, 3.0)",4,6,True,10
