mode,acc_val,f1_val,acc_test,f1_test,n_train,n_val,n_test,crop,n_csp,fb_bands,refit_on_trainval_for_test,calibrate_k_per_class
inter_fixedsplit_fbcsp,0.3167520117044623,0.3162228394163127,0.41687468796804794,0.4129525854612191,63,16,24,"(0.5, 3.0)",4,11,False,10
