mode,acc_val,f1_val,acc_test,f1_test,n_train,n_val,n_test,crop,n_csp,fb_bands
inter_fixedsplit_fbcsp,0.3306510607168983,0.3309642495521458,0.4302496328928047,0.4261706409303781,63,16,24,"(0.5, 4.5)",6,11
