arch_id,n_dw_blocks,n_heads,fold_1_f1,fold_2_f1,fold_3_f1,fold_4_f1,fold_5_f1,fold_1_acc,fold_2_acc,fold_3_acc,fold_4_acc,fold_5_acc,mean_f1,std_f1,mean_acc,std_acc,n_params
nb0_h4,0,4,0.7980364006854073,0.8310290515650816,0.802704856915126,0.8344560059321349,0.8452301988196677,0.7981859410430839,0.8310657596371882,0.8027210884353742,0.8345238095238096,0.8452380952380952,0.8222913027834835,0.018560443665846738,0.8223469387755102,0.018532279275000653,205890
nb2_h6,2,6,0.8106573529770942,0.835278843590249,0.8083779527559055,0.8098174981658107,0.8464109400313812,0.8106575963718821,0.8356009070294784,0.808390022675737,0.8119047619047619,0.8464285714285714,0.822108517504088,0.01571490988592119,0.8225963718820862,0.015464520115323713,232290
nb0_h6,0,6,0.7909952606635071,0.8230555555555555,0.7855927396483267,0.8294658385093168,0.8344203222252002,0.7913832199546486,0.8231292517006803,0.7857142857142857,0.8297619047619048,0.8345238095238096,0.8127059433203814,0.020327333155996784,0.8129024943310658,0.020290812770874918,205890
nb4_h6,4,6,0.7784327845790557,0.8174582055880142,0.7844907407407407,0.8273807077390982,0.8368934350599744,0.7789115646258503,0.8174603174603174,0.7845804988662132,0.8273809523809523,0.8369047619047619,0.8089311747413767,0.023334395820981298,0.809047619047619,0.02319364895802538,352738
nb0_h2,0,2,0.8049395161290323,0.8003703703703704,0.7912962962962964,0.8039448720243423,0.8416664422710349,0.8049886621315193,0.800453514739229,0.7913832199546486,0.805952380952381,0.8416666666666667,0.8084434994182151,0.017294400635170914,0.8088888888888889,0.01718034659457973,205890
nb4_h2,4,2,0.7730454115031495,0.818593171534348,0.8004494104701327,0.8273513456814447,0.8213789544714802,0.7732426303854876,0.81859410430839,0.800453514739229,0.8273809523809523,0.8214285714285714,0.808163658732111,0.019719974766305062,0.808219954648526,0.019661969250183754,352738
nb4_h4,4,4,0.7686491935483871,0.8276209677419355,0.7991025411699908,0.8236405626705858,0.8202174569359577,0.7687074829931972,0.8276643990929705,0.7993197278911565,0.8238095238095238,0.8202380952380952,0.8078461444133713,0.02193813216334016,0.8079478458049886,0.021934612037332102,352738
nb2_h2,2,2,0.7731014612060094,0.8117565378384632,0.7913735653461681,0.8321140671798877,0.8308747213856703,0.7732426303854876,0.8117913832199547,0.7913832199546486,0.8321428571428572,0.830952380952381,0.8078440705912397,0.022860785027252282,0.8079024943310659,0.02283947685014802,232290
nb2_h4,2,4,0.7787861599546229,0.818593171534348,0.7855684690536986,0.8140791355474337,0.8404752861410779,0.7789115646258503,0.81859410430839,0.7857142857142857,0.8142857142857143,0.8404761904761905,0.8075004444462361,0.022623835369540494,0.807596371882086,0.02257619876541312,232290
