config_id,learning_rate,dropout,encoder_layers,fold_1,fold_2,fold_3,fold_4,fold_5,mean_score,std_score,n_params
config_07,0.001,0.2,1,0.8219677733307791,0.846815704124153,0.8139431981889278,0.8407710035617012,0.8523801155335348,0.8351755589478191,0.014751660867615143,232290
config_01,0.0005,0.1,1,0.8048672566371682,0.8615918913356657,0.802619597594415,0.8428491249553549,0.858323494687131,0.834050273041947,0.025552634415405742,232290
config_03,0.0005,0.2,1,0.8116276915476142,0.8582239739723649,0.804984651141266,0.8380722891566266,0.8569839504211028,0.8339785112477948,0.022244346594130715,232290
config_05,0.001,0.1,1,0.8072076612903225,0.8514309520778605,0.8047919293820933,0.8380034032898469,0.8606982944470667,0.8324264480974379,0.022764993869661028,232290
config_08,0.001,0.2,2,0.800868258258452,0.8423450590572699,0.8136363636363637,0.8369026815818229,0.8618977158698573,0.8311300156807532,0.02157569961139381,399762
config_04,0.0005,0.2,2,0.8058506632682616,0.8489685193363194,0.8129249295881469,0.8345123173236236,0.8521664093014806,0.8308845677635663,0.01866735990049525,399762
config_06,0.001,0.1,2,0.801452286160832,0.846905516518698,0.8106028167710129,0.836865689202771,0.8509875269464222,0.8293627671199472,0.019812131729143343,399762
config_02,0.0005,0.1,2,0.7934426229508197,0.8389724600786855,0.8081826523035506,0.8403857061826432,0.8475974486180013,0.8257161780267399,0.021065236549204832,399762
