INTRA Riemann — fgmdm
Generado: 2025-10-06 03:27:13
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | fb_bands | cov_estimator | model
------------------------------------------------------------------------------------------
S001 | 0.6556 | 0.6299 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S002 | 0.7618 | 0.7584 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S003 | 0.5000 | 0.4691 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S004 | 0.7375 | 0.7320 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S005 | 0.5544 | 0.5487 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S006 | 0.5103 | 0.5030 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S007 | 0.8444 | 0.8383 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S008 | 0.5713 | 0.5388 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S009 | 0.4287 | 0.4035 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S010 | 0.6066 | 0.6080 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S011 | 0.4765 | 0.4572 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S012 | 0.5706 | 0.5651 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S013 | 0.5524 | 0.5547 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S014 | 0.4162 | 0.3896 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S015 | 0.6309 | 0.6317 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S016 | 0.3213 | 0.3124 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S017 | 0.5250 | 0.5217 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S018 | 0.4522 | 0.4505 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S019 | 0.6184 | 0.6099 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S020 | 0.4544 | 0.4421 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S021 | 0.3778 | 0.3687 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S022 | 0.5444 | 0.5435 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S023 | 0.4713 | 0.4530 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S024 | 0.6083 | 0.5650 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S025 | 0.8096 | 0.7978 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S026 | 0.5831 | 0.5742 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S027 | 0.4544 | 0.4471 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
S028 | 0.3824 | 0.3572 | 5 | 4 | (0.5, 4.5) | False | False | 11 | lwf | fgmdm
