INTRA Riemann — mdm
Generado: 2025-10-06 01:22:06
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | fb_bands | cov_estimator | model
------------------------------------------------------------------------------------------
S001 | 0.6556 | 0.6209 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S002 | 0.5963 | 0.5545 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S003 | 0.4667 | 0.4452 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S004 | 0.7029 | 0.7013 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S005 | 0.2757 | 0.2529 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S006 | 0.2868 | 0.2534 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S007 | 0.8111 | 0.8040 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S008 | 0.5015 | 0.4887 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S009 | 0.3081 | 0.2603 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S010 | 0.4154 | 0.4096 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S011 | 0.4059 | 0.4066 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S012 | 0.4537 | 0.4090 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S013 | 0.4610 | 0.4492 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S014 | 0.3949 | 0.3841 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S015 | 0.5228 | 0.5174 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S016 | 0.2478 | 0.2392 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S017 | 0.3346 | 0.3113 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S018 | 0.3250 | 0.3124 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S019 | 0.4640 | 0.4401 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S020 | 0.2985 | 0.2732 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S021 | 0.3333 | 0.2811 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S022 | 0.5444 | 0.5261 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S023 | 0.4235 | 0.4125 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S024 | 0.3694 | 0.3083 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S025 | 0.8816 | 0.8823 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S026 | 0.4162 | 0.3910 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S027 | 0.4059 | 0.3885 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S028 | 0.3691 | 0.3463 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S029 | 0.8000 | 0.7985 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S030 | 0.4333 | 0.4188 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S031 | 0.5596 | 0.5448 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S032 | 0.5444 | 0.5183 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S033 | 0.3816 | 0.3543 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S034 | 0.5647 | 0.5567 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S035 | 0.6000 | 0.5692 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S036 | 0.3338 | 0.3196 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S037 | 0.2706 | 0.2414 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S039 | 0.2368 | 0.2333 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S040 | 0.2971 | 0.2735 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S041 | 0.5131 | 0.5087 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S042 | 0.8324 | 0.8226 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S043 | 0.6066 | 0.6108 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S044 | 0.4346 | 0.4149 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S045 | 0.6206 | 0.6147 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S046 | 0.5222 | 0.4956 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S047 | 0.4279 | 0.4122 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S048 | 0.5717 | 0.5613 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S049 | 0.7735 | 0.7687 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S050 | 0.5368 | 0.5034 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S051 | 0.4111 | 0.3914 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S052 | 0.4669 | 0.4558 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S053 | 0.5015 | 0.4681 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S054 | 0.6493 | 0.6145 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
