INTRA Riemann — mdm
Generado: 2025-10-06 01:22:06
Total filas: 104

subject | acc_mean | f1_macro_mean | k | n_classes | crop | motor_only | zscore_epoch | fb_bands | cov_estimator | model
S055 | 0.6316 | 0.6031 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S056 | 0.6191 | 0.6018 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S057 | 0.3778 | 0.3710 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S058 | 0.5368 | 0.4991 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S059 | 0.4287 | 0.4081 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S060 | 0.6301 | 0.6017 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S061 | 0.4556 | 0.4525 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S062 | 0.7618 | 0.7573 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S063 | 0.4243 | 0.4037 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S064 | 0.4033 | 0.4008 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S065 | 0.5333 | 0.5258 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S066 | 0.4111 | 0.3867 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S067 | 0.3338 | 0.2957 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S068 | 0.5728 | 0.5599 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S069 | 0.5265 | 0.5095 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S070 | 0.7132 | 0.7019 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S071 | 0.6444 | 0.6390 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S072 | 0.8353 | 0.8274 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S073 | 0.5125 | 0.5046 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S074 | 0.2824 | 0.2744 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S075 | 0.5125 | 0.4749 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S076 | 0.3816 | 0.3591 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S077 | 0.2735 | 0.2534 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S078 | 0.3213 | 0.3023 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S079 | 0.4353 | 0.4211 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S080 | 0.5912 | 0.5813 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S081 | 0.4779 | 0.4597 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S082 | 0.3941 | 0.3516 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S083 | 0.4935 | 0.4630 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S084 | 0.3978 | 0.3831 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S085 | 0.8103 | 0.8038 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S086 | 0.8333 | 0.8217 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S087 | 0.3199 | 0.3096 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S090 | 0.3088 | 0.2808 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S091 | 0.3625 | 0.3348 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S093 | 0.7971 | 0.7960 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S094 | 0.7353 | 0.7213 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S095 | 0.5111 | 0.4926 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S096 | 0.3752 | 0.3587 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S097 | 0.2853 | 0.2715 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S098 | 0.4522 | 0.4473 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S099 | 0.4044 | 0.3688 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S101 | 0.3222 | 0.3136 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S102 | 0.5765 | 0.5661 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S103 | 0.4111 | 0.4036 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S105 | 0.4868 | 0.4714 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S106 | 0.3889 | 0.3637 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S107 | 0.4333 | 0.4246 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S108 | 0.4765 | 0.4556 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
S109 | 0.2861 | 0.2295 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
GLOBAL | 0.4859 | 0.4675 | 5 | 4 | (0.5, 4.5) | False | False | 11 | oas | mdm
