subject,acc_mean,f1_macro_mean,k,n_classes,crop,motor_only,zscore_epoch,fb_bands,cov_estimator,model
S076,0.4176470588235294,0.3939754689754689,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S077,0.2735294117647059,0.2533802308802309,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S078,0.3213235294117647,0.3023015873015873,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S079,0.4352941176470588,0.42114357864357865,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S080,0.6029411764705882,0.5923809523809525,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S081,0.46544117647058825,0.4494719169719169,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S082,0.39411764705882346,0.35156066156066157,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S083,0.5156862745098039,0.4909884559884559,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S084,0.3985294117647059,0.3756746031746032,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S085,0.8102941176470588,0.8038095238095238,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S086,0.8222222222222223,0.8135958485958487,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S087,0.30808823529411766,0.29637085137085134,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S090,0.3088235294117647,0.28054806304806307,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S091,0.35073529411764703,0.32663780663780667,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S093,0.7970588235294118,0.7960409035409034,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S094,0.7588235294117647,0.7434920634920635,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S095,0.5,0.48030469530469533,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S096,0.38627450980392153,0.374014874014874,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S097,0.2852941176470588,0.27154983904983904,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S098,0.47573529411764703,0.47405844155844157,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S099,0.39264705882352946,0.35308302808302805,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S101,0.32222222222222224,0.31421939171939167,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S102,0.5764705882352941,0.5661147186147186,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S103,0.4111111111111111,0.40503219003219,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S105,0.486764705882353,0.4714102564102564,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S106,0.3888888888888889,0.36453407703407703,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S107,0.4333333333333333,0.42457653457653455,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S108,0.4764705882352941,0.4555888555888556,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
S109,0.2861111111111111,0.22952380952380952,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
GLOBAL,0.48479841451143557,0.4658051730774462,5,4,"(0.5, 4.5)",False,False,11,lwf,mdm
