subject,acc_mean,f1_macro_mean,k,n_classes,crop,motor_only,zscore_epoch,fb_bands,cov_estimator,model
S099,0.3941176470588236,0.3723881673881674,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S101,0.4333333333333333,0.4282584082584083,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S102,0.7176470588235293,0.7160894660894661,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S103,0.4666666666666666,0.4421436896436896,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S105,0.4169117647058824,0.4083910533910534,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S106,0.4222222222222222,0.4177561327561327,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S107,0.4888888888888888,0.48128427128427126,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S108,0.5830882352941177,0.5792388167388168,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
S109,0.3388888888888889,0.32023809523809527,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
GLOBAL,0.559705451759992,0.5477475504538613,5,4,"(0.5, 4.5)",True,False,11,oas,fgmdm
