tag,fold,test_acc,test_f1_macro,val_best_acc,val_best_f1,tr_at_best_acc,tr_at_best_f1,gap_acc,gap_f1,gap_acc_abs,gap_f1_abs,params_total,params_trainable,flops_est,latency_s,L,d,enc_heads,enc_layers,D_MODEL,N_LAYERS,BASE_LR,P_DROP,P_DROP_ENCODER,WARMUP_EPOCHS,PATIENCE
GS_nb4_h2_d128_L1_lr5e-4_dp0.2_dpe0.5_wu8_pat8,1,0.8038548752834467,0.803812254501739,0.7888888888888889,0.7888755905511811,0.8937455579246624,0.8937439342802749,0.10485666903577351,0.10486834372909382,0.10485666903577351,0.10486834372909382,195170,195170,19607808,0.0011060237884521484,121,128,4,1,128,1,0.0005,0.2,0.5,8,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.2_dpe0.5_wu8_pat12,1,0.8038548752834467,0.803812254501739,0.7888888888888889,0.7888755905511811,0.8937455579246624,0.8937439342802749,0.10485666903577351,0.10486834372909382,0.10485666903577351,0.10486834372909382,195170,195170,19607808,0.001109943389892578,121,128,4,1,128,1,0.0005,0.2,0.5,8,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.1_wu4_pat8,1,0.800453514739229,0.8004524886877828,0.7952380952380952,0.7952375793337851,0.8990760483297797,0.8990466748826345,0.10383795309168453,0.10380909554884932,0.10383795309168453,0.10380909554884932,195170,195170,19607808,0.0011159276962280273,121,128,4,1,128,1,0.0005,0.3,0.1,4,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.1_wu4_pat12,1,0.800453514739229,0.8004524886877828,0.7952380952380952,0.7952375793337851,0.8990760483297797,0.8990466748826345,0.10383795309168453,0.10380909554884932,0.10383795309168453,0.10380909554884932,195170,195170,19607808,0.0011094331741333008,121,128,4,1,128,1,0.0005,0.3,0.1,4,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.1_wu8_pat8,1,0.7925170068027211,0.7921105405311417,0.7873015873015873,0.7869924607139613,0.8699360341151386,0.8697146413599253,0.08263444681355137,0.08272218064596393,0.08263444681355137,0.08272218064596393,195170,195170,19607808,0.0011249017715454102,121,128,4,1,128,1,0.0005,0.3,0.1,8,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.1_wu8_pat12,1,0.7925170068027211,0.7921105405311417,0.7873015873015873,0.7869924607139613,0.8699360341151386,0.8697146413599253,0.08263444681355137,0.08272218064596393,0.08263444681355137,0.08272218064596393,195170,195170,19607808,0.0010962104797363282,121,128,4,1,128,1,0.0005,0.3,0.1,8,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.3_wu4_pat8,1,0.808390022675737,0.8083838647433664,0.7777777777777778,0.7776971236729879,0.8749111584932481,0.874799596538727,0.09713338071547029,0.09710247286573903,0.09713338071547029,0.09710247286573903,195170,195170,19607808,0.001103801727294922,121,128,4,1,128,1,0.0005,0.3,0.3,4,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.3_wu4_pat12,1,0.808390022675737,0.8083838647433664,0.7777777777777778,0.7776971236729879,0.8749111584932481,0.874799596538727,0.09713338071547029,0.09710247286573903,0.09713338071547029,0.09710247286573903,195170,195170,19607808,0.0011065578460693359,121,128,4,1,128,1,0.0005,0.3,0.3,4,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.3_wu8_pat8,1,0.7981859410430839,0.7981849033319621,0.7936507936507936,0.7936507936507936,0.8830845771144279,0.8830812549702458,0.08943378346363429,0.0894304613194522,0.08943378346363429,0.0894304613194522,195170,195170,19607808,0.0011133670806884766,121,128,4,1,128,1,0.0005,0.3,0.3,8,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.3_wu8_pat12,1,0.7981859410430839,0.7981849033319621,0.7936507936507936,0.7936507936507936,0.8830845771144279,0.8830812549702458,0.08943378346363429,0.0894304613194522,0.08943378346363429,0.0894304613194522,195170,195170,19607808,0.0011121797561645507,121,128,4,1,128,1,0.0005,0.3,0.3,8,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.5_wu4_pat8,1,0.8038548752834467,0.8037214028904225,0.7904761904761904,0.7904001451773885,0.8795309168443497,0.8795309016309081,0.08905472636815925,0.08913075645351953,0.08905472636815925,0.08913075645351953,195170,195170,19607808,0.0011075925827026367,121,128,4,1,128,1,0.0005,0.3,0.5,4,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.5_wu4_pat12,1,0.8038548752834467,0.8037214028904225,0.7904761904761904,0.7904001451773885,0.8795309168443497,0.8795309016309081,0.08905472636815925,0.08913075645351953,0.08905472636815925,0.08913075645351953,195170,195170,19607808,0.0011187553405761718,121,128,4,1,128,1,0.0005,0.3,0.5,4,12
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.5_wu8_pat8,1,0.800453514739229,0.8002799621227716,0.7904761904761904,0.7904233870967742,0.8681592039800995,0.8679958198436044,0.07768301350390905,0.07757243274683023,0.07768301350390905,0.07757243274683023,195170,195170,19607808,0.0010968589782714845,121,128,4,1,128,1,0.0005,0.3,0.5,8,8
GS_nb4_h2_d128_L1_lr5e-4_dp0.3_dpe0.5_wu8_pat12,1,0.800453514739229,0.8002799621227716,0.7904761904761904,0.7904233870967742,0.8681592039800995,0.8679958198436044,0.07768301350390905,0.07757243274683023,0.07768301350390905,0.07757243274683023,195170,195170,19607808,0.001096830368041992,121,128,4,1,128,1,0.0005,0.3,0.5,8,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.1_wu4_pat8,1,0.8095238095238095,0.8095228301110654,0.7761904761904762,0.7761628419734359,0.9157782515991472,0.9157773900788215,0.13958777540867096,0.13961454810538565,0.13958777540867096,0.13961454810538565,195170,195170,19607808,0.0011000680923461915,121,128,4,1,128,1,0.001,0.1,0.1,4,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.1_wu4_pat12,1,0.8095238095238095,0.8095228301110654,0.7761904761904762,0.7761628419734359,0.9157782515991472,0.9157773900788215,0.13958777540867096,0.13961454810538565,0.13958777540867096,0.13961454810538565,195170,195170,19607808,0.0010902690887451172,121,128,4,1,128,1,0.001,0.1,0.1,4,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.1_wu8_pat8,1,0.8038548752834467,0.8038546231439359,0.7873015873015873,0.7872672842181657,0.8923240938166311,0.892323971435813,0.10502250651504386,0.10505668721764727,0.10502250651504386,0.10505668721764727,195170,195170,19607808,0.0011110496520996094,121,128,4,1,128,1,0.001,0.1,0.1,8,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.1_wu8_pat12,1,0.8038548752834467,0.8038546231439359,0.7873015873015873,0.7872672842181657,0.8923240938166311,0.892323971435813,0.10502250651504386,0.10505668721764727,0.10502250651504386,0.10505668721764727,195170,195170,19607808,0.00113067626953125,121,128,4,1,128,1,0.001,0.1,0.1,8,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.3_wu4_pat8,1,0.8106575963718821,0.8106378793664017,0.7873015873015873,0.7873015873015873,0.9097370291400142,0.9097353876742575,0.12243544183842692,0.12243380037267027,0.12243544183842692,0.12243380037267027,195170,195170,19607808,0.0011208152770996094,121,128,4,1,128,1,0.001,0.1,0.3,4,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.3_wu4_pat12,1,0.8106575963718821,0.8106378793664017,0.7873015873015873,0.7873015873015873,0.9097370291400142,0.9097353876742575,0.12243544183842692,0.12243380037267027,0.12243544183842692,0.12243380037267027,195170,195170,19607808,0.0011006498336791992,121,128,4,1,128,1,0.001,0.1,0.3,4,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.3_wu8_pat8,1,0.7902494331065759,0.7900224300364311,0.7873015873015873,0.7871278140885984,0.8642501776830135,0.8640645035648438,0.07694859038142621,0.07693668947624532,0.07694859038142621,0.07693668947624532,195170,195170,19607808,0.001098475456237793,121,128,4,1,128,1,0.001,0.1,0.3,8,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.3_wu8_pat12,1,0.7902494331065759,0.7900224300364311,0.7873015873015873,0.7871278140885984,0.8642501776830135,0.8640645035648438,0.07694859038142621,0.07693668947624532,0.07694859038142621,0.07693668947624532,195170,195170,19607808,0.0011072301864624024,121,128,4,1,128,1,0.001,0.1,0.3,8,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.5_wu4_pat8,1,0.8038548752834467,0.803781979977753,0.7825396825396825,0.7824163357912649,0.84363894811656,0.8433147579437251,0.061099265576877504,0.06089842215246022,0.061099265576877504,0.06089842215246022,195170,195170,19607808,0.0010962390899658203,121,128,4,1,128,1,0.001,0.1,0.5,4,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.5_wu4_pat12,1,0.8038548752834467,0.803781979977753,0.7825396825396825,0.7824163357912649,0.84363894811656,0.8433147579437251,0.061099265576877504,0.06089842215246022,0.061099265576877504,0.06089842215246022,195170,195170,19607808,0.0011025428771972655,121,128,4,1,128,1,0.001,0.1,0.5,4,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.5_wu8_pat8,1,0.7947845804988662,0.7947716535433071,0.7825396825396825,0.7823417116601394,0.8560767590618337,0.8556273559982097,0.07353707652215113,0.07328564433807028,0.07353707652215113,0.07328564433807028,195170,195170,19607808,0.0011030054092407227,121,128,4,1,128,1,0.001,0.1,0.5,8,8
GS_nb4_h2_d128_L1_lr1e-3_dp0.1_dpe0.5_wu8_pat12,1,0.7947845804988662,0.7947716535433071,0.7825396825396825,0.7823417116601394,0.8560767590618337,0.8556273559982097,0.07353707652215113,0.07328564433807028,0.07353707652215113,0.07328564433807028,195170,195170,19607808,0.0011027669906616211,121,128,4,1,128,1,0.001,0.1,0.5,8,12
GS_nb4_h2_d128_L1_lr1e-3_dp0.2_dpe0.1_wu4_pat8,1,0.8061224489795918,0.8060922881500843,0.7825396825396825,0.7825391346413066,0.8823738450604123,0.8823512471461998,0.09983416252072974,0.09981211250489319,0.09983416252072974,0.09981211250489319,195170,195170,19607808,0.0011075401306152343,121,128,4,1,128,1,0.001,0.2,0.1,4,8
