tag,fold,test_acc,test_f1_macro,val_best_acc,val_best_f1,tr_at_best_acc,tr_at_best_f1,gap_acc,gap_f1,gap_acc_abs,gap_f1_abs,params_total,params_trainable,flops_est,latency_s,L,d,enc_heads,enc_layers,D_MODEL,N_LAYERS,BASE_LR,P_DROP,P_DROP_ENCODER,WARMUP_EPOCHS,PATIENCE
GS_nb4_h2_d128_L3_lr5e-4_dp0.1_dpe0.5_wu4_pat12,1,0.7811791383219955,0.780750460778745,0.780952380952381,0.7803857773646293,0.894456289978678,0.8944492386841385,0.11350390902629703,0.11406346131950917,0.11350390902629703,0.11406346131950917,460130,460130,58823424,0.002333698272705078,121,128,4,3,128,3,0.0005,0.1,0.5,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.1_dpe0.5_wu8_pat8,1,0.7902494331065759,0.7902362204724409,0.773015873015873,0.7729695402689891,0.8678038379530917,0.867717237520301,0.09478796493721864,0.09474769725131194,0.09478796493721864,0.09474769725131194,460130,460130,58823424,0.0023171091079711914,121,128,4,3,128,3,0.0005,0.1,0.5,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.1_dpe0.5_wu8_pat12,1,0.8038548752834467,0.8038546231439359,0.792063492063492,0.7920587768430123,0.9125799573560768,0.9125374995956916,0.12051646529258475,0.12047872275267935,0.12051646529258475,0.12047872275267935,460130,460130,58823424,0.0023071861267089846,121,128,4,3,128,3,0.0005,0.1,0.5,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.1_wu4_pat8,1,0.7947845804988662,0.7944609172922844,0.780952380952381,0.7805786625747053,0.8724235963041933,0.8723423290796615,0.09147121535181235,0.09176366650495615,0.09147121535181235,0.09176366650495615,460130,460130,58823424,0.002324662208557129,121,128,4,3,128,3,0.0005,0.2,0.1,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.1_wu4_pat12,1,0.8129251700680272,0.8129249295881469,0.7936507936507936,0.79351761277115,0.9427860696517413,0.9427791253322488,0.14913527600094767,0.14926151256109887,0.14913527600094767,0.14926151256109887,460130,460130,58823424,0.0023284673690795897,121,128,4,3,128,3,0.0005,0.2,0.1,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.1_wu8_pat8,1,0.7981859410430839,0.7980364006854073,0.7888888888888889,0.7888457961942347,0.8923240938166311,0.8921681865785472,0.10343520492774227,0.10332239038431257,0.10343520492774227,0.10332239038431257,460130,460130,58823424,0.0023087406158447264,121,128,4,3,128,3,0.0005,0.2,0.1,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.1_wu8_pat12,1,0.7981859410430839,0.7980364006854073,0.7888888888888889,0.7888457961942347,0.8923240938166311,0.8921681865785472,0.10343520492774227,0.10332239038431257,0.10343520492774227,0.10332239038431257,460130,460130,58823424,0.0023156213760375977,121,128,4,3,128,3,0.0005,0.2,0.1,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.3_wu4_pat8,1,0.7959183673469388,0.7959173179761414,0.792063492063492,0.7920210473792837,0.9068941009239516,0.9068902912150529,0.1148306088604596,0.11486924383576924,0.1148306088604596,0.11486924383576924,460130,460130,58823424,0.0023386526107788087,121,128,4,3,128,3,0.0005,0.2,0.3,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.3_wu4_pat12,1,0.7959183673469388,0.7959173179761414,0.792063492063492,0.7920210473792837,0.9068941009239516,0.9068902912150529,0.1148306088604596,0.11486924383576924,0.1148306088604596,0.11486924383576924,460130,460130,58823424,0.0023283767700195313,121,128,4,3,128,3,0.0005,0.2,0.3,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.3_wu8_pat8,1,0.7936507936507936,0.7934117865085248,0.7873015873015873,0.7871643085487239,0.8866382373845061,0.8863364444586823,0.09933665008291881,0.09917213590995844,0.09933665008291881,0.09917213590995844,460130,460130,58823424,0.002322206497192383,121,128,4,3,128,3,0.0005,0.2,0.3,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.3_wu8_pat12,1,0.7936507936507936,0.7934117865085248,0.7873015873015873,0.7871643085487239,0.8866382373845061,0.8863364444586823,0.09933665008291881,0.09917213590995844,0.09933665008291881,0.09917213590995844,460130,460130,58823424,0.0023059749603271482,121,128,4,3,128,3,0.0005,0.2,0.3,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.5_wu4_pat8,1,0.8038548752834467,0.8038425196850394,0.7841269841269841,0.7841248085140692,0.8869936034115139,0.8869455753160489,0.10286661928452978,0.10282076680197971,0.10286661928452978,0.10282076680197971,460130,460130,58823424,0.002311668395996094,121,128,4,3,128,3,0.0005,0.2,0.5,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.5_wu4_pat12,1,0.8038548752834467,0.8038425196850394,0.7841269841269841,0.7841248085140692,0.8869936034115139,0.8869455753160489,0.10286661928452978,0.10282076680197971,0.10286661928452978,0.10282076680197971,460130,460130,58823424,0.002308487892150879,121,128,4,3,128,3,0.0005,0.2,0.5,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.5_wu8_pat8,1,0.8015873015873016,0.8015748031496064,0.7873015873015873,0.7872822931785196,0.8919687277896233,0.8919092673459486,0.10466714048803605,0.10462697416742894,0.10466714048803605,0.10462697416742894,460130,460130,58823424,0.0023082780838012697,121,128,4,3,128,3,0.0005,0.2,0.5,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.2_dpe0.5_wu8_pat12,1,0.8015873015873016,0.8015748031496064,0.7873015873015873,0.7872822931785196,0.8919687277896233,0.8919092673459486,0.10466714048803605,0.10462697416742894,0.10466714048803605,0.10462697416742894,460130,460130,58823424,0.002344841957092285,121,128,4,3,128,3,0.0005,0.2,0.5,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.1_wu4_pat8,1,0.7868480725623582,0.7862667051641643,0.7888888888888889,0.7885004202730639,0.8667377398720683,0.8664826461602231,0.0778488509831794,0.0779822258871592,0.0778488509831794,0.0779822258871592,460130,460130,58823424,0.00232884407043457,121,128,4,3,128,3,0.0005,0.3,0.1,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.1_wu4_pat12,1,0.7868480725623582,0.7862667051641643,0.7888888888888889,0.7885004202730639,0.8667377398720683,0.8664826461602231,0.0778488509831794,0.0779822258871592,0.0778488509831794,0.0779822258871592,460130,460130,58823424,0.002348446846008301,121,128,4,3,128,3,0.0005,0.3,0.1,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.1_wu8_pat8,1,0.7845804988662132,0.7845705294335431,0.780952380952381,0.7809501733451585,0.8610518834399431,0.8610327720581743,0.08009950248756215,0.08008259871301582,0.08009950248756215,0.08008259871301582,460130,460130,58823424,0.0023344945907592773,121,128,4,3,128,3,0.0005,0.3,0.1,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.1_wu8_pat12,1,0.7845804988662132,0.7845705294335431,0.780952380952381,0.7809501733451585,0.8610518834399431,0.8610327720581743,0.08009950248756215,0.08008259871301582,0.08009950248756215,0.08008259871301582,460130,460130,58823424,0.002325916290283203,121,128,4,3,128,3,0.0005,0.3,0.1,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.3_wu4_pat8,1,0.7947845804988662,0.794200189502588,0.7841269841269841,0.783699724323178,0.8674484719260839,0.866933841414985,0.08332148779909976,0.08323411709180695,0.08332148779909976,0.08323411709180695,460130,460130,58823424,0.002319827079772949,121,128,4,3,128,3,0.0005,0.3,0.3,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.3_wu4_pat12,1,0.7947845804988662,0.794200189502588,0.7841269841269841,0.783699724323178,0.8674484719260839,0.866933841414985,0.08332148779909976,0.08323411709180695,0.08332148779909976,0.08323411709180695,460130,460130,58823424,0.002314629554748535,121,128,4,3,128,3,0.0005,0.3,0.3,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.3_wu8_pat8,1,0.7913832199546486,0.7913821472645002,0.7825396825396825,0.7824163357912649,0.8688699360341151,0.8687074326746362,0.08633025349443257,0.08629109688337133,0.08633025349443257,0.08629109688337133,460130,460130,58823424,0.0023397397994995117,121,128,4,3,128,3,0.0005,0.3,0.3,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.3_wu8_pat12,1,0.7913832199546486,0.7913821472645002,0.7825396825396825,0.7824163357912649,0.8688699360341151,0.8687074326746362,0.08633025349443257,0.08629109688337133,0.08633025349443257,0.08629109688337133,460130,460130,58823424,0.0023305559158325194,121,128,4,3,128,3,0.0005,0.3,0.3,8,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.5_wu4_pat8,1,0.7993197278911565,0.7984177014964303,0.7873015873015873,0.7867514070062342,0.8681592039800995,0.8674695047989898,0.08085761667851221,0.08071809779275552,0.08085761667851221,0.08071809779275552,460130,460130,58823424,0.002342662811279297,121,128,4,3,128,3,0.0005,0.3,0.5,4,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.5_wu4_pat12,1,0.7993197278911565,0.7984177014964303,0.7873015873015873,0.7867514070062342,0.8681592039800995,0.8674695047989898,0.08085761667851221,0.08071809779275552,0.08085761667851221,0.08071809779275552,460130,460130,58823424,0.0023231220245361326,121,128,4,3,128,3,0.0005,0.3,0.5,4,12
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.5_wu8_pat8,1,0.7913832199546486,0.791378929127866,0.7793650793650794,0.7793645234681872,0.8749111584932481,0.8748969397157962,0.0955460791281687,0.095532416247609,0.0955460791281687,0.095532416247609,460130,460130,58823424,0.002337021827697754,121,128,4,3,128,3,0.0005,0.3,0.5,8,8
GS_nb4_h2_d128_L3_lr5e-4_dp0.3_dpe0.5_wu8_pat12,1,0.7913832199546486,0.791378929127866,0.7793650793650794,0.7793645234681872,0.8749111584932481,0.8748969397157962,0.0955460791281687,0.095532416247609,0.0955460791281687,0.095532416247609,460130,460130,58823424,0.0023303794860839843,121,128,4,3,128,3,0.0005,0.3,0.5,8,12
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.1_wu4_pat8,1,0.8027210884353742,0.8026845637583893,0.7968253968253968,0.7967926297009343,0.9097370291400142,0.9097169170698582,0.11291163231461743,0.1129242873689239,0.11291163231461743,0.1129242873689239,460130,460130,58823424,0.0023284339904785156,121,128,4,3,128,3,0.001,0.1,0.1,4,8
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.1_wu4_pat12,1,0.8027210884353742,0.8026845637583893,0.7968253968253968,0.7967926297009343,0.9097370291400142,0.9097169170698582,0.11291163231461743,0.1129242873689239,0.11291163231461743,0.1129242873689239,460130,460130,58823424,0.002319798469543457,121,128,4,3,128,3,0.001,0.1,0.1,4,12
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.1_wu8_pat8,1,0.8106575963718821,0.8106554057962632,0.7904761904761904,0.7904571843251089,0.900497512437811,0.9004491865316816,0.11002132196162051,0.10999200220657268,0.11002132196162051,0.10999200220657268,460130,460130,58823424,0.002319488525390625,121,128,4,3,128,3,0.001,0.1,0.1,8,8
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.1_wu8_pat12,1,0.8106575963718821,0.8106554057962632,0.7904761904761904,0.7904571843251089,0.900497512437811,0.9004491865316816,0.11002132196162051,0.10999200220657268,0.11002132196162051,0.10999200220657268,460130,460130,58823424,0.002332601547241211,121,128,4,3,128,3,0.001,0.1,0.1,8,12
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.3_wu4_pat8,1,0.7777777777777778,0.7774470627008321,0.7936507936507936,0.793482207697894,0.8972992181947406,0.8972923568340607,0.10364842454394696,0.10381014913616671,0.10364842454394696,0.10381014913616671,460130,460130,58823424,0.00232086181640625,121,128,4,3,128,3,0.001,0.1,0.3,4,8
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.3_wu4_pat12,1,0.7777777777777778,0.7774470627008321,0.7936507936507936,0.793482207697894,0.8972992181947406,0.8972923568340607,0.10364842454394696,0.10381014913616671,0.10364842454394696,0.10381014913616671,460130,460130,58823424,0.0023174667358398437,121,128,4,3,128,3,0.001,0.1,0.3,4,12
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.3_wu8_pat8,1,0.808390022675737,0.8083779527559055,0.8015873015873016,0.8015868016800244,0.9331911869225302,0.9331133413744188,0.1316038853352286,0.13152653969439443,0.1316038853352286,0.13152653969439443,460130,460130,58823424,0.0023167800903320314,121,128,4,3,128,3,0.001,0.1,0.3,8,8
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.3_wu8_pat12,1,0.808390022675737,0.8083779527559055,0.8015873015873016,0.8015868016800244,0.9331911869225302,0.9331133413744188,0.1316038853352286,0.13152653969439443,0.1316038853352286,0.13152653969439443,460130,460130,58823424,0.002322268486022949,121,128,4,3,128,3,0.001,0.1,0.3,8,12
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.5_wu4_pat8,1,0.808390022675737,0.8081826523035506,0.792063492063492,0.7919455473624504,0.8738450604122245,0.8737932777931277,0.08178156834873251,0.08184773043067728,0.08178156834873251,0.08184773043067728,460130,460130,58823424,0.0023475074768066406,121,128,4,3,128,3,0.001,0.1,0.5,4,8
GS_nb4_h2_d128_L3_lr1e-3_dp0.1_dpe0.5_wu4_pat12,1,0.7970521541950113,0.7969140527016509,0.7952380952380952,0.7952128128693137,0.8962331201137171,0.8961890188436674,0.10099502487562195,0.10097620597435375,0.10099502487562195,0.10097620597435375,460130,460130,58823424,0.002308998107910156,121,128,4,3,128,3,0.001,0.1,0.5,4,12
